Lat,Lon,Historic,Name,Address,Region,PhotoURL
41.1776616,20.679835,monument,Spomenik na Revolucijata,Marshal Tito 6330 Struga North Macedonia,Struga,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Monument_to_the_Revolution_in_Struga_%283%29.JPG/1280px-Monument_to_the_Revolution_in_Struga_%283%29.JPG
41.9959035,21.4314474,monument,Aleksandar Makedonski,Plosthad Makedonija 1111 Skopje North Macedonia,Skopje,https://images.pexels.com/photos/4616602/pexels-photo-4616602.jpeg
42.0586697,21.3527926,archaeological_site,Rimska crkva,Majka Tereza 1060 Orman North Macedonia,Orman,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/%D0%A6%D1%80%D0%BA%D0%B2%D0%B0_%E2%80%9E40_%D0%BC%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D1%86%D0%B8%E2%80%9C_-_%D0%9E%D1%80%D0%BC%D0%B0%D0%BD.jpg/800px-%D0%A6%D1%80%D0%BA%D0%B2%D0%B0_%E2%80%9E40_%D0%BC%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D1%86%D0%B8%E2%80%9C_-_%D0%9E%D1%80%D0%BC%D0%B0%D0%BD.jpg
42.0843452,21.3548716,archaeological_site,Davina Kula,A4 Gluvo North Macedonia,Gluvo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/%D0%94%D0%B0%D0%B2%D0%B8%D0%BD%D0%B0_%D0%9A%D1%83%D0%BB%D0%B0_03.jpg/1200px-%D0%94%D0%B0%D0%B2%D0%B8%D0%BD%D0%B0_%D0%9A%D1%83%D0%BB%D0%B0_03.jpg
42.0587494,21.2786993,archaeological_site,Golema Kula - Kuchkovo,Ulica 1 1060 Gorno Svilare North Macedonia,Gorno Svilare,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/%D0%9F%D0%BE%D0%B3%D0%BB%D0%B5%D0%B4_%D0%BD%D0%B0_%D0%9A%D1%83%D1%87%D0%BA%D0%BE%D0%B2%D0%BE.jpg/1920px-%D0%9F%D0%BE%D0%B3%D0%BB%D0%B5%D0%B4_%D0%BD%D0%B0_%D0%9A%D1%83%D1%87%D0%BA%D0%BE%D0%B2%D0%BE.jpg
42.0585741,21.2844339,archaeological_site,Mala Kula - Kuchkovo,Ulica 103 Kuchkovo North Macedonia,Kuchkovo,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/%D0%9F%D0%BE%D0%B3%D0%BB%D0%B5%D0%B4_%D0%BD%D0%B0_%D0%9A%D1%83%D1%87%D0%BA%D0%BE%D0%B2%D0%BE.jpg/1920px-%D0%9F%D0%BE%D0%B3%D0%BB%D0%B5%D0%B4_%D0%BD%D0%B0_%D0%9A%D1%83%D1%87%D0%BA%D0%BE%D0%B2%D0%BE.jpg
42.1355189,21.7200501,monument,Zena,Ivo Lola Ribar 1300 Kumanovo North Macedonia,Kumanovo,https://marh.mk/wp-content/uploads/2019/07/1-.jpg
42.0766913,21.398848,archaeological_site,Gradiste kaj s.Brazda,R2239 Brazda North Macedonia,Brazda,https://lh5.googleusercontent.com/p/AF1QipOaze80tB7T765NC_W_j3t5Yx00Yg63fpwQrRxM=w424-h240-k-no
41.9505936,21.2991931,monument,Manastir Sv. Andrej,Matka North Macedonia,Matka,https://upload.wikimedia.org/wikipedia/commons/0/07/St.andrea_crop.jpg
42.0017233,21.4617772,monument,Filip Vtori,Ploshtad Avtokomanda 1001 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/%D0%A1%D0%BF%D0%BE%D0%BC%D0%B5%D0%BD%D0%B8%D0%BA_%D0%BD%D0%B0_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF_%28%D0%A1%D0%BA%D0%BE%D0%BF%D1%98%D0%B5_-_%D0%90%D0%B2%D1%82%D0%BE%D0%BA%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D0%B0%29.jpg/1280px-%D0%A1%D0%BF%D0%BE%D0%BC%D0%B5%D0%BD%D0%B8%D0%BA_%D0%BD%D0%B0_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF_%28%D0%A1%D0%BA%D0%BE%D0%BF%D1%98%D0%B5_-_%D0%90%D0%B2%D1%82%D0%BE%D0%BA%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D0%B0%29.jpg
41.9984602,21.4349949,memorial,Filip II Makedonski,Ploshtad Karposhovo vostanie 1111 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Karposh_memory_table_Skopje.JPG/1280px-Karposh_memory_table_Skopje.JPG
41.9983057,21.4254968,memorial,Sv. Kliment Ohridski,Bulevar Sveti Kliment Ohridski 1111 Skopje North Macedonia,Skopje,https://www.ohridnews.com/wp-content/uploads/2021/12/263871082_958007774923775_9199530904637826624_n.png
41.9993163,21.437162,memorial,Skenderbeg,Ploshtad Skenderbeg 1111 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Skanderbeg_Monument_in_Skopje.JPG/1280px-Skanderbeg_Monument_in_Skopje.JPG
40.8570205,21.1195933,monument,Markova Noga,R1308 Dolno Dupeni North Macedonia,Dolno Dupeni,https://photos.wikimapia.org/p/00/05/72/22/92_big.jpg
42.1706665,21.809838,archaeological_site,Kostoperska Karpa,A2 Mlado Nagorichane North Macedonia,Mlado Nagorichane,https://journeymacedonia.com/wp-content/gallery/scn_kostoperski_rid/mKostoperski-Rid-091607-006.JPG
42.2633818,21.953118,archaeological_site,Kokino,R2244 Kokino North Macedonia,Kokino,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Megalithic_Observatory_Kokino.jpg/1024px-Megalithic_Observatory_Kokino.jpg
42.1355778,21.7194275,monument,Josip Broz - Tito,Ivo Lola Ribar 1300 Kumanovo North Macedonia,Kumanovo,https://visitkumanovo.files.wordpress.com/2015/08/tito02.jpg
41.4094203,22.2541295,ruins,Markov Grad,A1 1442 Koreshnica North Macedonia,Koreshnica,https://mymacedoniablog.files.wordpress.com/2022/05/dsc06340-brazda-archeo-park-markov-kamen-davina-kula-hike.jpg?w=1024
42.2782511,21.8500367,memorial,Memorijalen centar ASNOM,R1207 Pelince North Macedonia,Pelince,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/ASNOMmemorialcenterPelince-free.JPG/1280px-ASNOMmemorialcenterPelince-free.JPG
41.794932,20.9108574,monument,Sahat Kula,Nikola Parapunov 1230 Gostivar North Macedonia,Gostivar,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Saat_kulata_vo_GV.JPG/800px-Saat_kulata_vo_GV.JPG
42.1068795,21.1545235,ruins,Orashko Kale,R2234 Nerashte North Macedonia,Nerashte,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/%D0%9E%D1%80%D0%B0%D1%88%D0%BA%D0%BE_%D0%9A%D0%B0%D0%BB%D0%B5_02.jpg/1280px-%D0%9E%D1%80%D0%B0%D1%88%D0%BA%D0%BE_%D0%9A%D0%B0%D0%BB%D0%B5_02.jpg
41.5119269,20.9702432,monument,Saat kula,Jane Sandanski 6250 Kichevo North Macedonia,Kichevo,https://upload.wikimedia.org/wikipedia/commons/4/43/Saat_Kula_vo_Ki%C4%8Devo.jpg
41.7140782,21.7840512,monument,Saat kula,8-mi Septemvri 1400 Veles North Macedonia,Veles,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Clock_tower_%28Veles%29_X2.JPG/800px-Clock_tower_%28Veles%29_X2.JPG
41.2775784,22.4937679,archaeological_site,Isar / Idomenae,R1401 2463 Marvinci North Macedonia,Marvinci,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Isar_Marvinci.jpg/1280px-Isar_Marvinci.jpg
42.1346962,21.7192303,monument,Kude sat,Tane Georgiev 1300 Kumanovo North Macedonia,Kumanovo,https://www.mthe.gov.sl/Photo/News/news-noImage.jpg
41.3451182,21.5519842,monument,Naroden Heroj Kuzman Josifoski-Pitu,Metodija Andonov - Chento 7500 Prilep North Macedonia,Prilep,https://upload.wikimedia.org/wikipedia/commons/d/dc/%D0%A1%D0%BF%D0%BE%D0%BC%D0%B5%D0%BD%D0%B8%D0%BA_%D0%BD%D0%B0_%D0%9A%D1%83%D0%B7%D0%BC%D0%B0%D0%BD_%D0%88%D0%BE%D1%81%D0%B8%D1%84%D0%BE%D0%B2%D1%81%D0%BA%D0%B8_%D0%9F%D0%B8%D1%82%D1%83_%D0%B2%D0%BE_%D0%9F%D1%80%D0%B8%D0%BB%D0%B5%D0%BF_%283%29.JPG
41.3451518,21.554267,monument,Pece Atanasoski,Borka Taleski-Modernoto 7500 Prilep North Macedonia,Prilep,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Prilep%2C_Macedonia_%28FYROM%29_-_panoramio_%289%29.jpg/1280px-Prilep%2C_Macedonia_%28FYROM%29_-_panoramio_%289%29.jpg
41.3452617,21.5522173,monument,Gjorche Petrov,Metodija Andonov - Chento 7500 Prilep North Macedonia,Prilep,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Prilep%2C_Macedonia_%28FYROM%29_-_panoramio_%2814%29.jpg/640px-Prilep%2C_Macedonia_%28FYROM%29_-_panoramio_%2814%29.jpg
41.3748344,21.2480535,tomb,Pitu Guli,Gumenje 7550 Krushevo North Macedonia,Krushevo,https://photos.wikimapia.org/p/00/06/83/53/62_big.jpg
41.3748686,21.2482546,tomb,Toshe Proeski,Gumenje 7550 Krushevo North Macedonia,Krushevo,https://s.inyourpocket.com/gallery/244374.jpg
41.3736665,21.2463296,monument,Nikola Karev,Nikola Karev 7550 Krushevo North Macedonia,Krushevo,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Nikola_Karev_Denkmal_in_Krusevo%2C_Makedonien.JPG/1200px-Nikola_Karev_Denkmal_in_Krusevo%2C_Makedonien.JPG?20071223222107
41.024615,21.3368929,memorial,Stefan Naumov-Stiv,Makedonska Falanga 7000 Bitola North Macedonia,Bitola,https://www.porta3.mk/wp-content/uploads/2014/04/f102sdggdsdgsgdsgds0022.jpg
41.3649692,21.2497316,monument,Spomenik na Pitu Guli,Unnamed road Krushevo North Macedonia,Krushevo,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/fd/b3/1e/getlstd-property-photo.jpg?w=800&h=-1&s=1
41.3653856,21.2484409,monument,Naum Naumoski-Borche,Kocha Milenku 7550 Krushevo North Macedonia,Krushevo,https://www.mthe.gov.sl/Photo/News/news-noImage.jpg
41.5516379,21.9751675,ruins,Rimski teatar,A1 1442 Gradsko North Macedonia,Gradsko,https://upload.wikimedia.org/wikipedia/commons/1/10/Stobi_theater.png
41.1458586,22.5001795,monument,Dva Konja,Bulevar Gevgelija 1480 Gevgelija North Macedonia,Gevgelija,https://photos.wikimapia.org/p/00/03/01/37/67_big.jpg
42.0836218,21.9862589,archaeological_site,Cocev Kamen,R29277 Shopsko Rudare North Macedonia,Shopsko Rudare,https://upload.wikimedia.org/wikipedia/commons/0/06/Cocev_kamen.jpg
40.9765203,20.9119981,monument,Prespansko Sovetuvanje,R1307 Oteshevo North Macedonia,Oteshevo,"https://static.wixstatic.com/media/e73a14_0db1a255519b47a48151e988238c1193~mv2.jpg/v1/fill/w_1275,h_717,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/e73a14_0db1a255519b47a48151e988238c1193~mv2.jpg"
41.3475544,21.5564074,monument,Karpalak,Gjorgji Delchev-Goce 7500 Prilep North Macedonia,Prilep,https://i.pinimg.com/originals/2c/7b/fc/2c7bfc7a2df7676d782516ac484a7ed0.jpg
42.1491368,21.7853235,memorial,Zebrnjak,R2237 1300 Mlado Nagorichane North Macedonia,Mlado Nagorichane,https://photos.wikimapia.org/p/00/05/03/68/18_big.jpg
41.1126936,20.7995376,monument,Sveti Kliment Ohridski,Makedonski prosvetiteli 6000 Ohrid North Macedonia,Ohrid,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/3d/60/1c/2.jpg?w=1200&h=-1&s=1
41.1120476,20.799994,monument,Sveti Kiril i Metodij,Makedonski prosvetiteli 6000 Ohrid North Macedonia,Ohrid,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/3e/d4/41/monuments-of-saints-cyril.jpg?w=1200&h=1200&s=1
41.1122955,20.7990226,monument,Sveti Naum Ohridski Chudotvorec,Car Samoil 6000 Ohrid North Macedonia,Ohrid,https://photos.wikimapia.org/p/00/05/74/36/14_big.jpg
41.1124606,20.7977703,city_gate,Dolna Porta,Car Samoil 6000 Ohrid North Macedonia,Ohrid,https://media.istockphoto.com/id/1251510816/photo/lower-gate-square-in-ohrid-macedonia.jpg?s=170667a&w=0&k=20&c=gaxs3LGMXKOtudKFbNlVgBQBhSCCSWGFlwj7cq1jfmU=
42.0853984,21.9627449,archaeological_site,Machka kamen,R29277 Konjuh North Macedonia,Konjuh,https://lh5.googleusercontent.com/p/AF1QipNacLNWFAgbFV56W7UlUnM3omvy5nnzMTI27XQz=w408-h306-k-no
41.4182291,21.0770931,monument,Hristo Uzunov,R.I.P. Hristo Uzunov Cer North Macedonia,Cer,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/%D0%92%D0%B8%D0%BA%D0%B8%D0%B5%D0%BA%D1%81%D0%BF%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D1%98%D0%B0_%D0%B2%D0%BE_%D0%9A%D0%BE%D0%BF%D0%B0%D1%87%D0%BA%D0%B0_12.jpg/1280px-%D0%92%D0%B8%D0%BA%D0%B8%D0%B5%D0%BA%D1%81%D0%BF%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D1%98%D0%B0_%D0%B2%D0%BE_%D0%9A%D0%BE%D0%BF%D0%B0%D1%87%D0%BA%D0%B0_12.jpg
41.0596796,20.8135106,wayside_shrine,Sv. Nikola,Racha - Konjsko 6000 Konjsko North Macedonia,Konjsko,https://lh5.googleusercontent.com/p/AF1QipOkFG0sSDp3fvxaznn-A0FDYY4FIOMGk2SrC-gp=w426-h240-k-no
41.9062629,20.9636151,monument,Spomenik na zhrtvi od NOB,R2233 1213 Radiovce North Macedonia,Radiovce,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Radiovce_monument.jpg/1280px-Radiovce_monument.jpg
41.3460556,21.5524989,monument,Aleksandar Makedonski,Ploshtad Aleksandrija 7500 Prilep North Macedonia,Prilep,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Prilep_Aleksander.jpg/1170px-Prilep_Aleksander.jpg
41.3462544,21.5528281,monument,Metodija Andonov-Chento,Ploshtad Aleksandrija 7500 Prilep North Macedonia,Prilep,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Prilep_013.JPG/640px-Prilep_013.JPG
41.3462194,21.553243,monument,Sv. Nikola,Ploshtad Aleksandrija 7500 Prilep North Macedonia,Prilep,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Uj7LoC9m64bye_QWQ9B3WA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.7562&pitch=0&thumbfov=100
41.822914,21.7360635,memorial,Masakr kaj Pusta Kula,R10113 Rudnik North Macedonia,Rudnik,https://upload.wikimedia.org/wikipedia/commons/4/4b/Spomenik_Pusta_Kula.jpg
41.3434323,21.5479723,monument,Karpalak 2001,Gjorgji Delchev-Goce 7500 Prilep North Macedonia,Prilep,https://photos.wikimapia.org/p/00/06/63/39/66_big.jpg
41.3341123,21.554646,monument,Kripta,Mogila na nepobedenite 7500 Prilep North Macedonia,Prilep,https://www.kathmanduandbeyond.com/wp-content/uploads/2017/06/Burial-Mound-of-the-Unbeaten-Prilep-Partisan-Necropolis-Park-of-the-Revolution-Prilep-Macedonia-1.jpg
41.345456,21.5548417,monument,Itar Pejo,Lazo Poposki 7500 Prilep North Macedonia,Prilep,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Spomenik_i_%C4%8De%C5%A1ma_na_Itar_Pejo_-_Prilep_02.JPG/800px-Spomenik_i_%C4%8De%C5%A1ma_na_Itar_Pejo_-_Prilep_02.JPG
41.975162,22.8187714,monument,Dedo Jakim - Mill,A3 2320 Dzvegor North Macedonia,Dzvegor,https://www.mthe.gov.sl/Photo/News/news-noImage.jpg
41.9769054,22.8193451,monument,Ilin Kamen,A3 2320 Dzvegor North Macedonia,Dzvegor,https://espreso.mk/wp-content/uploads/2021/11/i4.jpg
41.9668611,22.7768724,monument,Goce Delchev (Bista),Bulevar Makedonija 2320 Delchevo North Macedonia,Delchevo,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRlWtkvjEijf66H1ZQUci_De_JZsmh34jV-I6E8pfi9GGq_DAC-
41.9643843,22.7742882,monument,Goce Delchev,Kej na Slobodata 2320 Delchevo North Macedonia,Delchevo,https://kanal5.com.mk/uploads/thumbs/407608.jpg
41.9653801,22.7716387,monument,Spomenik na padnati borci vo NOB,Marshal Tito Delchevo North Macedonia,Delchevo,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Partisanmonument-Delcevo.JPG/800px-Partisanmonument-Delcevo.JPG
41.9425359,22.7954411,monument,Kula,R1302 2320 Star Istevnik North Macedonia,Star Istevnik,https://lh5.googleusercontent.com/p/AF1QipM7skP-NbaGMidWNec1AVer5y-LonDyjZcdfG0V=w408-h725-k-no
41.9952169,21.426153,memorial,Josip Broz Tito,Dimitrie Chupovski 1000 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Skopje%2C_Republic_of_Macedonia_%28_High_School_%22Josip_Broz_TITO_%22_%29%2C_%D0%A1%D0%BA%D0%BE%D0%BF%D1%98%D0%B5-%D0%A1%D0%BA%D0%BE%D0%BF%D1%99%D0%B5%2C_%D0%A0._%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D0%B8%D1%98%D0%B0_%28_%D0%A1%D0%A3%D0%93%D0%A1_%22%D0%88%D0%BE%D1%81%D0%B8%D0%BF_%D0%91%D1%80%D0%BE%D0%B7_%D0%A2%D0%B8%D1%82%D0%BE%22_%29_-_panoramio.jpg/1200px-thumbnail.jpg?20170307233934
41.9682709,21.4313461,ruins,Markovi Kuli,R2138 1054 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/1/10/%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%BE_%D0%BA%D1%80%D1%83%D0%B2%D1%87%D0%B5-%D0%BA%D1%83%D0%BB%D0%B8_%28%D0%92%D0%BE%D0%B4%D0%BD%D0%BE%29_10.jpg
41.139367,22.5093733,monument,Leonid Jankov,Ilindenska 1480 Gevgelija North Macedonia,Gevgelija,https://lh5.googleusercontent.com/p/AF1QipN-61_oEie_NC2wJhc33YYUUQfI8Kvdz0do6hvs=w408-h610-k-no
41.9977079,21.4339766,memorial,Sv. Kiril i Metodij,Ploshtad Karposhovo vostanie 1111 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Kiril_and_Metodij_-_Skopje.JPG/675px-Kiril_and_Metodij_-_Skopje.JPG
41.9975624,21.4341509,memorial,Sv. Kliment Ohridski i Naum Ohridski Chudotvorec,Ploshtad Karposhovo vostanie 1111 Skopje North Macedonia,Skopje,https://live.staticflickr.com/65535/52592017471_d25cf94b57_z.jpg
41.9953917,21.4313414,memorial,Car Samoil,Ploshtad Makedonija 1000 Skopje North Macedonia,Skopje,https://thumbs.dreamstime.com/b/skopje-republic-macedonia-Car-samoil-samuil-statue-downtown-city-marble-monument-bulgarian-north-229931563.jpg
41.9964949,21.4321474,memorial,Dame Gruev,Ploshtad Makedonija 1111 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Dame_Gruev_monument_in_Skopje.JPG/800px-Dame_Gruev_monument_in_Skopje.JPG
41.9968799,21.4323054,memorial,Justinijan I,Ploshtad Makedonija 1111 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Monument_of_Iustinianus_I_%28Skopje%29.jpg/800px-Monument_of_Iustinianus_I_%28Skopje%29.jpg
41.9979046,21.4344182,memorial,Olimpija,Ploshtad Karposhovo vostanie 1111 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/8/87/Fountain_of_the_Mothers_of_Macedonia_%2843202731662%29.jpg
41.993303,21.4337226,monument,Prometej,11-ti Oktomvri 1111 Skopje North Macedonia,Skopje,https://novamakedonija.com.mk/wp-content/uploads/2019/03/prometej-banskoliev2.jpg
41.9834333,21.439106,monument,Todor Aleksandrov,Ivan Kozarov 1111 Skopje North Macedonia,Skopje,https://balkaninsight.com/wp-content/uploads/2012/06/todor-aleksandrov-1-by-sjm.jpg
41.986749,21.4369668,monument,Stara Rampa,Bulevar Makedonija 1111 Skopje North Macedonia,Skopje,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XH-jxWOVHuy7uQINeRlDDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.32887&pitch=0&thumbfov=100
41.9936684,21.4317487,monument,Begova kula,Dimitrie Chupovski 1111 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Feudalna_Kula_Skopje_02.JPG/1280px-Feudalna_Kula_Skopje_02.JPG
41.4166941,22.7549207,monument,Goce Delchev,Unnamed road Monospitovo North Macedonia,Monospitovo,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/%D0%A1%D1%82%D1%80%D1%83%D0%BC%D0%B8%D1%86%D0%B0_-_%D0%A0._%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D0%B8%D1%98%D0%B0_%2C_Strumica_-_R._of_Macedonia_GOCE_DELCEV-DELCHEV_MONUMENT_%D0%A1%D0%9F%D0%9E%D0%9C%D0%95%D0%9D%D0%98%D0%9A_%D0%9D%D0%90_%D0%93%D0%9E%D0%A6%D0%95_%D0%94%D0%95%D0%9B%D0%A7%D0%95%D0%92_SPOMENIK_NA_GOCE_DELCEV_VO_STRUMICA_-_panoramio.jpg/1200px-thumbnail.jpg
41.3661079,21.6749495,memorial,Borka Taleski-Modernoto / Lazo Filipovski-Lavski,R1101 Pletvar North Macedonia,Pletvar,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEQF0jfViOO9RSJ6RZ-YnZhb9DIC7rgZRIdfJgutcHVwE2Tm6VKZ0cZFRCc2V7w-_P5uI&usqp=CAU
40.9142149,20.7412554,memorial,Sveti Naum,R1301 Ljubanishta North Macedonia,Ljubanishta,https://photos.wikimapia.org/p/00/05/74/36/13_big.jpg
41.736405,22.1903758,monument,Zaginati Evrei,Kej Marshal Tito 2000 Shtip North Macedonia,Shtip,https://upload.wikimedia.org/wikipedia/commons/1/14/Monument_of_deported_Jews_in_%C5%A0tip_03.JPG
42.000853,21.4375046,place_of_worship,Mustafa-pashina dzhamija,Bitpazarska 1009 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Murat_Pasha_Mosque_DSCF3699.jpg/1200px-Murat_Pasha_Mosque_DSCF3699.jpg
41.9130467,21.4333848,castle,Vila Varvarka,R1106 1050 Rakotinci North Macedonia,Rakotinci,https://www.mthe.gov.sl/Photo/News/news-noImage.jpg
41.9949279,21.4108745,monument,Jurij Gagarin,Jurij Gagarin 1020 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/a/a1/Karposh%2C_Skopje_1000%2C_Macedonia_%28FYROM%29_-_panoramio_%28142%29.jpg
41.9930188,21.4332009,monument,Nikola Karev,11-ti Oktomvri 1111 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Skopje_capital_of_The_Republic_of_Macedonia_%2816274368576%29.jpg/800px-Skopje_capital_of_The_Republic_of_Macedonia_%2816274368576%29.jpg
42.0016804,21.4283664,monument,Vera Jocikj,Hadzhikonstantinov Djinot 1111 Skopje North Macedonia,Skopje,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Spomenik_na_Vera_Jocik_02.JPG/600px-Spomenik_na_Vera_Jocik_02.JPG?20110710123549
41.3455416,21.5532375,monument,Marko Mrnjavchevikj,Metodija Andonov - Chento 7500 Prilep North Macedonia,Prilep,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1b/c8/80/photo0jpg.jpg?w=1200&h=-1&s=1
